FPKM.S16F,FPKM.S19F,FPKM.S22F,FPKM.S29F,FPKM.S35F,FPKM.S36F,FPKM.S39F,FPKM.S3F,FPKM.S41F,FPKM.S44F,FPKM.S50F,FPKM.S52F,FPKM.S53F,FPKM.S54F,FPKM.S76F,FPKM.S77F,female_sum_transcript_counts,female_median_transcript_counts,female_mean_transcript_counts,female_max_transcript_counts,female_min_transcript_counts,female_std_dev_transcript_counts
1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,20,1,2.27777777777778,20,1,5.64997281654951
1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,13,1,1.5,13,0,3.68943149575985
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,28,2,3.22222222222222,28,1,7.89861164025814
1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,15,1,1.72222222222222,15,0,4.24569152570604
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,0,1,1,1,1,0,1,1,1,2,1,1,1,1,0,14,1,1.61111111111111,14,0,3.98011666037787
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,15,1,1.72222222222222,15,0,4.24569152570604
1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,13,1,1.5,13,0,3.68943149575985
0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,9,1,1.05555555555556,9,0,2.57791575073194
1,1,1,2,1,2,1,1,2,1,1,2,2,1,2,1,22,1,2.5,22,1,6.21920987172578
1,2,1,2,1,1,1,1,1,2,2,2,1,1,2,1,22,1,2.5,22,1,6.21920987172578
0,0,0,0,2,0,0,1,1,1,0,1,0,0,0,1,7,0,0.777777777777778,7,0,2.06180231995804
1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,10,1,1.16666666666667,10,0,2.85560805337451
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,3,0,0.333333333333333,3,0,0.920949590448982
0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,5,0,0.555555555555556,5,0,1.4796284707732
4,2,3,4,2,1,3,3,3,3,2,3,2,3,2,2,42,3,4.83333333333333,42,1,11.8651706743846
1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,14,1,1.61111111111111,14,0,3.96753432628094
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,11,1,1.27777777777778,11,0,3.13344684397943
0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,8,1,0.944444444444444,8,0,2.30042298592414
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,12,1,1.38888888888889,12,0,3.41139633090525
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,2,3,1,1,1,1,1,1,1,3,4,2,4,4,4,34,2,3.88888888888889,34,1,9.65793560573941
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,12,1,1.38888888888889,12,0,3.41139633090525
0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,9,1,1.05555555555556,9,0,2.57791575073194
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,1,1.72222222222222,15,0,4.24569152570604
3,3,3,3,4,4,4,3,4,3,3,4,4,3,4,3,55,3,6.27777777777778,55,3,15.4981726938666
4,4,4,3,4,4,3,4,4,4,4,4,4,4,3,4,61,4,7,61,3,17.1798608564685
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
3,3,3,4,5,5,2,6,4,5,4,9,3,3,1,4,64,4,7.33333333333333,64,1,18.139159311531
5,5,3,6,3,3,5,5,3,4,2,4,3,3,1,3,58,3,6.61111111111111,58,1,16.4237473427463
0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,11,1,1.27777777777778,11,0,3.13344684397943
1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,15,1,1.72222222222222,15,0,4.24569152570604
8,6,7,10,6,9,5,11,6,8,8,9,7,8,7,7,122,8,14,122,5,34.3993355417555
10,9,13,14,13,10,11,11,14,13,10,13,11,11,10,10,183,11,20.9444444444444,183,9,51.5648139834933
0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,14,1,1.61111111111111,14,0,3.96753432628094
8,4,5,4,5,5,1,6,7,6,4,7,8,4,4,3,81,5,9.27777777777778,81,1,22.9352717486025
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,14,1,1.61111111111111,14,0,3.96753432628094
6,4,5,5,3,4,4,3,5,4,3,5,4,3,3,3,64,4,7.33333333333333,64,3,18.0464274850604
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
4,2,3,3,2,3,2,2,2,2,2,3,3,2,3,2,40,2,4.55555555555556,40,2,11.28666342685
4,2,2,3,2,2,2,3,3,2,2,4,3,2,2,2,40,2,4.55555555555556,40,2,11.2910925649821
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
6,5,4,4,4,5,2,5,2,7,2,2,6,2,5,5,66,5,7.61111111111111,66,2,18.6552702046364
0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4,0,0.444444444444444,4,0,1.20048001373388
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
2,2,1,3,1,1,3,3,3,2,2,3,3,3,2,2,36,2,4.11111111111111,36,1,10.1806724009262
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
2,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,20,1,2.27777777777778,20,1,5.64997281654951
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
2,2,1,2,2,2,0,2,2,2,1,3,3,2,2,3,31,2,3.55555555555556,31,0,8.78950726591998
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,0,1,2,1,0,0,2,1,1,0,2,1,1,1,1,15,1,1.72222222222222,15,0,4.2808756734402
1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,2,17,1,1.94444444444444,17,0,4.82291036954728
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
4,4,4,2,3,3,4,4,4,4,1,4,3,4,4,4,56,4,6.44444444444444,56,1,15.8195809578308
2,1,2,3,2,2,2,1,2,2,1,1,1,2,2,1,27,2,3.11111111111111,27,1,7.6234153045305
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,27,2,3.11111111111111,27,1,7.61685374057752
0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.61111111111111,14,0,3.96753432628094
1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,15,1,1.72222222222222,15,0,4.24569152570604
0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,5,0,0.555555555555556,5,0,1.4796284707732
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,6,0,0.666666666666667,6,0,1.75857686570493
1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,14,1,1.61111111111111,14,0,3.96753432628094
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,4,0,0.444444444444444,4,0,1.20048001373388
0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,7,0,0.777777777777778,7,0,2.03740737374349
1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,13,1,1.5,13,0,3.68943149575985
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0.222222222222222,2,0,0.640537325878533
1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,9,1,1.05555555555556,9,0,2.57791575073194
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,12,1,1.38888888888889,12,0,3.41139633090525
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,15,1,1.72222222222222,15,0,4.24569152570604
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,14,1,1.61111111111111,14,0,3.96753432628094
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,6,0,0.666666666666667,6,0,1.75857686570493
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,5,0,0.555555555555556,5,0,1.4796284707732
1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,10,1,1.16666666666667,10,0,2.85560805337451
0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,5,0,0.555555555555556,5,0,1.4796284707732
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,9,1,1.05555555555556,9,0,2.57791575073194
1,1,1,1,1,0,0,0,1,2,1,1,1,1,1,1,14,1,1.61111111111111,14,0,3.98011666037787
3,4,4,4,4,3,4,4,4,4,4,3,4,4,3,4,60,4,6.88888888888889,60,3,16.8972166881064
1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,14,1,1.61111111111111,14,0,3.96753432628094
0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,11,1,1.27777777777778,11,0,3.13344684397943
0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,8,1,0.944444444444444,8,0,2.30042298592414
1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,10,1,1.16666666666667,10,0,2.85560805337451
1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,12,1,1.38888888888889,12,0,3.41139633090525
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,12,1,1.38888888888889,12,0,3.41139633090525
1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,13,1,1.5,13,0,3.68943149575985
2,2,2,2,0,1,1,2,2,2,2,3,1,2,2,0,26,2,3,26,0,7.3788629915197
1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,9,1,1.05555555555556,9,0,2.57791575073194
1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,10,1,1.16666666666667,10,0,2.85560805337451
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,1,1.72222222222222,15,0,4.24569152570604
0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,8,1,0.944444444444444,8,0,2.30042298592414
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,14,1,1.61111111111111,14,0,3.96753432628094
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,6,0,0.666666666666667,6,0,1.75857686570493
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0.333333333333333,3,0,0.920949590448982
0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,4,0,0.444444444444444,4,0,1.20048001373388
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,9,1,1.05555555555556,9,0,2.57791575073194
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0.222222222222222,2,0,0.640537325878533
1,1,1,1,1,1,1,1,2,1,1,1,1,0,0,1,15,1,1.72222222222222,15,0,4.25745188245881
1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,10,1,1.16666666666667,10,0,2.85560805337451
1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,12,1,1.38888888888889,12,0,3.41139633090525
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,15,1,1.72222222222222,15,0,4.24569152570604
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0.222222222222222,2,0,0.640537325878533
0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,11,1,1.27777777777778,11,0,3.13344684397943
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.111111111111111,1,0,0.357172250407147
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,14,1,1.61111111111111,14,0,3.96753432628094
0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,8,1,0.944444444444444,8,0,2.30042298592414
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0.444444444444444,4,0,1.20048001373388
1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,13,1,1.5,13,0,3.68943149575985
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,11,1,1.27777777777778,11,0,3.13344684397943
1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,12,1,1.38888888888889,12,0,3.41139633090525
0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,12,1,1.38888888888889,12,0,3.41139633090525
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,1,1.72222222222222,15,0,4.24569152570604
0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,5,0,0.555555555555556,5,0,1.4796284707732
1,5,10,5,7,4,5,7,4,10,10,4,5,5,4,5,91,5,10.3888888888889,91,1,25.80797127905
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,9,1,1.05555555555556,9,0,2.57791575073194
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,12,1,1.38888888888889,12,0,3.41139633090525
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,20,1,2.27777777777778,20,1,5.64997281654951
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,14,1,1.61111111111111,14,0,3.96753432628094
0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,7,0,0.777777777777778,7,0,2.03740737374349
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,11,1,1.27777777777778,11,0,3.13344684397943
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,10,1,1.16666666666667,10,0,2.85560805337451
0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0.333333333333333,3,0,0.920949590448982
1,2,1,2,1,2,2,1,2,2,2,1,2,2,2,2,27,2,3.11111111111111,27,1,7.61685374057752
1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,9,1,1.05555555555556,9,0,2.57791575073194
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,2,2,1,2,2,1,1,2,2,2,1,1,1,2,2,25,2,2.88888888888889,25,1,7.0525657123895
0,0,0,1,0,0,2,1,1,1,0,1,1,1,1,0,10,1,1.16666666666667,10,0,2.87306410553217
1,2,2,2,2,2,1,2,2,1,1,2,1,2,2,2,27,2,3.11111111111111,27,1,7.61685374057752
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,1,0,0,0,0,0,2,1,0,6,0,0.666666666666667,6,0,1.81455024526536
0,1,2,1,0,1,1,2,2,2,1,2,1,1,1,2,20,1,2.27777777777778,20,0,5.68998212048615
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
2,2,2,1,2,1,2,2,1,1,1,2,2,1,1,1,24,2,2.77777777777778,24,1,6.76997121766894
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,15,1,1.72222222222222,15,0,4.24569152570604
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,12,1,1.38888888888889,12,0,3.41139633090525
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,1,1.72222222222222,15,0,4.24569152570604
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0.333333333333333,3,0,0.920949590448982
0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,5,0,0.555555555555556,5,0,1.4796284707732
2,1,2,2,2,1,1,2,2,2,1,2,2,2,1,1,26,2,3,26,1,7.3348483283569
0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,7,0,0.777777777777778,7,0,2.03740737374349
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,19,1,2.16666666666667,19,1,5.3737063165677
1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,11,1,1.27777777777778,11,0,3.13344684397943
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,14,1,1.61111111111111,14,0,3.96753432628094
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
4,4,3,5,4,4,5,3,3,1,2,3,2,3,3,4,53,3,6.05555555555556,53,1,14.9945453535148
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,32,2,3.66666666666667,32,2,9.00470188760606
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,8,1,0.944444444444444,8,0,2.30042298592414
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.61111111111111,14,0,3.96753432628094
1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,9,1,1.05555555555556,9,0,2.57791575073194
0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,14,1,1.61111111111111,14,0,3.96753432628094
3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,46,3,5.27777777777778,46,2,12.9612659509004
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,0,0.333333333333333,3,0,0.920949590448982
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,13,1,1.5,13,0,3.68943149575985
1,1,1,1,1,1,0,1,2,1,1,3,1,2,1,1,19,1,2.16666666666667,19,0,5.40514647957005
0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,10,1,1.16666666666667,10,0,2.85560805337451
2,4,5,3,4,4,5,5,4,4,4,3,6,6,5,5,69,4,7.88888888888889,69,2,19.488215284613
1,1,1,2,1,0,1,0,1,0,1,2,1,1,1,1,15,1,1.72222222222222,15,0,4.26917984295018
1,1,1,1,1,0,1,1,1,1,1,2,1,0,0,1,14,1,1.61111111111111,14,0,3.98011666037787
0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,13,1,1.5,13,0,3.68943149575985
1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,10,1,1.16666666666667,10,0,2.85560805337451
1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,12,1,1.38888888888889,12,0,3.41139633090525
1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,15,1,1.72222222222222,15,0,4.24569152570604
0,0,1,2,1,1,1,1,2,1,2,2,0,2,2,1,19,1,2.16666666666667,19,0,5.41438902052747
1,1,1,2,1,1,1,1,1,1,1,2,0,0,0,0,14,1,1.61111111111111,14,0,3.99265934312176
1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,11,1,1.27777777777778,11,0,3.13344684397943
1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,13,1,1.5,13,0,3.68943149575985
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.111111111111111,1,0,0.357172250407147
1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,12,1,1.38888888888889,12,0,3.41139633090525
1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,15,1,1.72222222222222,15,0,4.24569152570604
1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,14,1,1.61111111111111,14,0,3.96753432628094
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1.83333333333333,16,1,4.50235094380303
