FPKM.S13M,FPKM.S16F,FPKM.S19F,FPKM.S39F,FPKM.S44F,FPKM.S52F,FPKM.S53F,FPKM.S54F,FPKM.S64M,FPKM.S6M,FPKM.S76F,FPKM.S7M,controls_sum_transcript_counts,controls_median_transcript_counts,controls_mean_transcript_counts,controls_max_transcript_counts,controls_min_transcript_counts,controls_std_dev_transcript_counts
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,0,0,1,1,1,0,1,9,1,1.35714285714286,9,0,2.77427082878593
1,0,1,0,0,0,0,1,1,1,0,1,6,1,0.928571428571429,6,0,1.87917202911442
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,0,1,0,0,1,0,0,0,1,0,1,5,0,0.714285714285714,5,0,1.60047636966121
1,0,1,0,0,0,0,1,0,0,0,1,4,0,0.571428571428571,4,0,1.29975988178591
1,0,0,0,1,0,0,0,1,0,0,1,4,0,0.571428571428571,4,0,1.29975988178591
0,1,0,0,0,0,0,0,0,1,0,0,2,0,0.285714285714286,2,0,0.696307358552981
0,0,0,0,0,0,0,0,0,1,1,0,2,0,0.285714285714286,2,0,0.696307358552981
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,0,0,0,1,1,1,1,1,1,1,1,9,1,1.35714285714286,9,0,2.77427082878593
1,0,0,0,0,1,0,1,1,0,0,1,5,0,0.714285714285714,5,0,1.60047636966121
1,1,1,1,1,0,1,1,1,1,1,1,11,1,1.64285714285714,11,0,3.37239517549291
1,0,0,1,1,1,0,1,1,1,1,1,9,1,1.35714285714286,9,0,2.77427082878593
0,0,0,0,1,1,0,1,1,1,1,1,7,1,1.07142857142857,7,0,2.17710723630402
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.142857142857143,1,0,0.390462526234922
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,0,0,0,0,0,0,0,1,0,0,1,3,0,0.428571428571429,3,0,0.998573412195527
1,0,0,0,0,0,0,0,0,1,0,0,2,0,0.285714285714286,2,0,0.696307358552981
1,0,0,0,0,1,1,1,1,1,1,1,8,1,1.21428571428571,8,0,2.4755254574567
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,0,1,0,1,1,1,8,1,1.21428571428571,8,0,2.4755254574567
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,1,1,0,1,4,0,0.571428571428571,4,0,1.29975988178591
1,0,0,0,1,1,1,0,1,1,0,1,7,1,1.07142857142857,7,0,2.17710723630402
1,1,0,0,0,0,0,0,0,0,1,1,4,0,0.571428571428571,4,0,1.29975988178591
1,1,0,1,1,1,1,0,1,1,1,0,9,1,1.35714285714286,9,0,2.77427082878593
0,0,0,0,0,1,0,0,1,0,0,1,3,0,0.428571428571429,3,0,0.998573412195527
1,0,0,0,1,1,0,0,0,0,0,1,4,0,0.571428571428571,4,0,1.29975988178591
1,1,0,0,1,1,0,1,1,1,1,1,9,1,1.35714285714286,9,0,2.77427082878593
1,0,0,0,0,0,0,1,1,1,0,1,5,0,0.714285714285714,5,0,1.60047636966121
0,0,1,0,1,1,0,0,1,1,0,1,6,1,0.928571428571429,6,0,1.87917202911442
0,0,0,0,1,0,1,0,0,1,0,1,4,0,0.571428571428571,4,0,1.29975988178591
0,0,1,0,1,0,1,0,0,1,0,0,4,0,0.571428571428571,4,0,1.29975988178591
1,0,1,0,1,1,0,0,1,0,0,1,6,1,0.928571428571429,6,0,1.87917202911442
0,0,0,0,1,0,0,0,1,1,1,1,5,0,0.714285714285714,5,0,1.60047636966121
1,0,0,0,0,0,0,0,0,1,0,0,2,0,0.285714285714286,2,0,0.696307358552981
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
0,1,1,0,0,1,0,0,0,0,0,0,3,0,0.428571428571429,3,0,0.998573412195527
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,0,0,0,0,0,0,0,1,1,0,1,4,0,0.571428571428571,4,0,1.29975988178591
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.142857142857143,1,0,0.390462526234922
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0,1,3,0,0.428571428571429,3,0,0.998573412195527
1,1,1,1,1,1,0,1,1,1,1,1,11,1,1.64285714285714,11,0,3.37239517549291
1,1,1,0,1,1,1,0,1,1,0,1,9,1,1.35714285714286,9,0,2.77427082878593
1,1,1,0,0,1,0,1,1,1,0,1,8,1,1.21428571428571,8,0,2.4755254574567
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,0,0,0,1,0,0,0,0,0,0,1,3,0,0.428571428571429,3,0,0.998573412195527
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,0,1,1,1,1,1,11,1,1.64285714285714,11,0,3.37239517549291
1,1,1,1,1,0,1,1,1,1,1,1,11,1,1.64285714285714,11,0,3.37239517549291
1,0,0,0,1,1,0,0,0,1,0,1,5,0,0.714285714285714,5,0,1.60047636966121
1,0,0,0,0,0,0,1,0,1,0,1,4,0,0.571428571428571,4,0,1.29975988178591
1,0,1,0,0,1,0,1,1,1,1,1,8,1,1.21428571428571,8,0,2.4755254574567
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,0,0,0,0,1,0,0,1,1,1,1,6,1,0.928571428571429,6,0,1.87917202911442
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
0,0,1,0,0,1,1,0,1,1,1,1,7,1,1.07142857142857,7,0,2.17710723630402
1,0,0,1,0,1,1,1,1,1,0,1,8,1,1.21428571428571,8,0,2.4755254574567
1,0,1,1,1,1,1,1,1,1,1,1,11,1,1.64285714285714,11,0,3.37239517549291
1,1,0,0,1,1,0,0,1,1,1,1,8,1,1.21428571428571,8,0,2.4755254574567
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
0,1,1,0,0,0,1,1,1,0,1,0,6,1,0.928571428571429,6,0,1.87917202911442
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,2,1,2,2,2,2,2,2,2,23,2,3.42857142857143,23,1,7.00482169728854
1,0,1,0,0,1,0,1,0,1,0,1,6,1,0.928571428571429,6,0,1.87917202911442
1,0,0,1,0,1,0,1,1,1,0,1,7,1,1.07142857142857,7,0,2.17710723630402
1,0,0,0,1,0,0,0,0,0,0,0,2,0,0.285714285714286,2,0,0.696307358552981
1,0,0,1,0,1,1,0,1,1,0,1,7,1,1.07142857142857,7,0,2.17710723630402
1,0,0,0,0,1,0,1,1,1,0,1,6,1,0.928571428571429,6,0,1.87917202911442
1,1,1,0,0,1,0,0,0,1,1,0,6,1,0.928571428571429,6,0,1.87917202911442
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,0,0,0,0,0,0,0,1,1,1,0,4,0,0.571428571428571,4,0,1.29975988178591
1,0,0,0,1,0,0,0,1,1,1,0,5,0,0.714285714285714,5,0,1.60047636966121
1,0,1,1,1,1,1,0,1,1,1,1,10,1,1.5,10,0,3.07324794658297
1,0,1,1,1,1,1,0,1,1,1,1,10,1,1.5,10,0,3.07324794658297
1,1,0,1,1,1,1,1,1,1,1,1,11,1,1.64285714285714,11,0,3.37239517549291
1,1,0,0,1,0,1,1,1,1,1,0,8,1,1.21428571428571,8,0,2.4755254574567
1,1,0,0,1,1,0,0,1,1,1,1,8,1,1.21428571428571,8,0,2.4755254574567
1,0,1,0,1,1,1,1,1,1,1,1,10,1,1.5,10,0,3.07324794658297
1,0,0,0,1,1,1,1,1,1,1,1,9,1,1.35714285714286,9,0,2.77427082878593
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,0,0,0,1,1,0,0,0,1,1,0,5,0,0.714285714285714,5,0,1.60047636966121
1,0,0,0,0,1,0,0,1,1,0,1,5,0,0.714285714285714,5,0,1.60047636966121
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,0,0,1,1,0,1,1,1,1,1,9,1,1.35714285714286,9,0,2.77427082878593
1,0,0,1,1,1,1,0,1,1,1,1,9,1,1.35714285714286,9,0,2.77427082878593
0,1,0,0,1,0,0,0,1,1,0,1,5,0,0.714285714285714,5,0,1.60047636966121
1,1,0,1,1,1,0,1,1,1,1,1,10,1,1.5,10,0,3.07324794658297
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.142857142857143,1,0,0.390462526234922
1,1,0,1,1,1,0,1,1,1,1,1,10,1,1.5,10,0,3.07324794658297
1,1,0,1,1,1,0,0,1,1,1,1,9,1,1.35714285714286,9,0,2.77427082878593
1,1,0,0,1,0,0,1,1,1,1,1,8,1,1.21428571428571,8,0,2.4755254574567
1,1,0,1,1,1,1,1,1,1,1,1,11,1,1.64285714285714,11,0,3.37239517549291
1,1,1,0,1,0,1,1,1,1,1,1,10,1,1.5,10,0,3.07324794658297
1,1,0,1,1,1,1,1,1,1,1,1,11,1,1.64285714285714,11,0,3.37239517549291
1,0,0,0,0,0,0,0,1,1,1,1,5,0,0.714285714285714,5,0,1.60047636966121
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,0,1,0,0,0,1,0,1,1,1,1,7,1,1.07142857142857,7,0,2.17710723630402
1,4,2,3,4,4,3,3,1,4,3,3,35,3,5.21428571428571,35,1,10.708762582036
1,0,0,0,0,0,0,0,1,1,0,1,4,0,0.571428571428571,4,0,1.29975988178591
1,1,0,0,1,0,1,1,1,1,0,1,8,1,1.21428571428571,8,0,2.4755254574567
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.142857142857143,1,0,0.390462526234922
1,1,1,0,1,1,0,1,1,1,0,1,9,1,1.35714285714286,9,0,2.77427082878593
1,0,1,0,0,1,0,1,0,1,1,1,7,1,1.07142857142857,7,0,2.17710723630402
1,1,0,1,1,1,1,1,1,1,1,1,11,1,1.64285714285714,11,0,3.37239517549291
1,1,0,0,1,0,0,1,1,1,1,1,8,1,1.21428571428571,8,0,2.4755254574567
1,0,0,0,0,0,0,1,0,1,1,1,5,0,0.714285714285714,5,0,1.60047636966121
1,0,0,0,0,1,1,0,1,1,0,1,6,1,0.928571428571429,6,0,1.87917202911442
0,1,0,0,0,1,1,0,1,0,0,0,4,0,0.571428571428571,4,0,1.29975988178591
1,2,2,2,2,2,2,2,2,1,2,2,22,2,3.28571428571429,22,1,6.70088507171237
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.142857142857143,1,0,0.390462526234922
0,0,0,0,1,1,0,0,1,1,1,0,5,0,0.714285714285714,5,0,1.60047636966121
1,1,1,0,1,1,1,1,1,1,1,1,11,1,1.64285714285714,11,0,3.37239517549291
1,0,0,0,0,0,0,0,1,1,0,1,4,0,0.571428571428571,4,0,1.29975988178591
0,0,0,0,0,1,1,0,1,1,0,1,5,0,0.714285714285714,5,0,1.60047636966121
1,1,1,1,1,1,0,1,1,1,0,1,10,1,1.5,10,0,3.07324794658297
0,1,0,1,0,1,0,1,1,0,0,1,6,1,0.928571428571429,6,0,1.87917202911442
1,0,0,0,0,0,0,0,1,0,0,1,3,0,0.428571428571429,3,0,0.998573412195527
1,0,1,0,0,1,0,1,1,1,1,0,7,1,1.07142857142857,7,0,2.17710723630402
1,1,1,0,1,1,1,1,1,1,1,1,11,1,1.64285714285714,11,0,3.37239517549291
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,0,1,1,0,1,1,1,1,1,0,1,9,1,1.35714285714286,9,0,2.77427082878593
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,0,0,0,1,1,1,1,1,1,0,0,7,1,1.07142857142857,7,0,2.17710723630402
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,0,0,0,0,0,0,0,0,1,0,1,3,0,0.428571428571429,3,0,0.998573412195527
1,0,0,0,0,1,0,1,0,1,0,0,4,0,0.571428571428571,4,0,1.29975988178591
1,1,0,1,1,1,1,1,1,1,1,1,11,1,1.64285714285714,11,0,3.37239517549291
1,1,1,0,1,1,1,1,1,1,1,1,11,1,1.64285714285714,11,0,3.37239517549291
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
0,0,0,0,0,1,1,0,0,1,0,0,3,0,0.428571428571429,3,0,0.998573412195527
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
0,0,0,0,0,0,0,0,1,1,0,1,3,0,0.428571428571429,3,0,0.998573412195527
1,0,0,0,0,0,0,0,1,1,0,1,4,0,0.571428571428571,4,0,1.29975988178591
1,1,0,1,1,1,1,1,0,1,1,1,10,1,1.5,10,0,3.07324794658297
1,1,0,1,1,1,1,1,1,1,1,1,11,1,1.64285714285714,11,0,3.37239517549291
1,0,0,0,1,1,0,0,0,1,0,1,5,0,0.714285714285714,5,0,1.60047636966121
1,0,0,0,1,1,0,1,0,0,1,1,6,1,0.928571428571429,6,0,1.87917202911442
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,0,1,0,1,0,0,0,1,1,1,1,7,1,1.07142857142857,7,0,2.17710723630402
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,0,0,0,0,0,0,0,1,1,1,1,5,0,0.714285714285714,5,0,1.60047636966121
1,1,0,0,0,1,0,1,1,1,0,1,7,1,1.07142857142857,7,0,2.17710723630402
1,0,0,1,0,0,0,0,1,1,1,1,6,1,0.928571428571429,6,0,1.87917202911442
1,0,0,0,0,0,0,0,1,0,1,0,3,0,0.428571428571429,3,0,0.998573412195527
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,1,1,1,0,1,6,1,0.928571428571429,6,0,1.87917202911442
1,0,0,0,1,0,1,1,0,1,0,1,6,1,0.928571428571429,6,0,1.87917202911442
1,0,0,0,0,0,1,1,1,1,0,1,6,1,0.928571428571429,6,0,1.87917202911442
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
0,0,1,1,1,1,0,0,1,0,1,1,7,1,1.07142857142857,7,0,2.17710723630402
0,0,0,0,0,1,0,1,0,0,0,0,2,0,0.285714285714286,2,0,0.696307358552981
1,0,0,0,0,1,0,0,1,1,1,1,6,1,0.928571428571429,6,0,1.87917202911442
1,0,0,0,1,0,0,1,1,1,1,0,6,1,0.928571428571429,6,0,1.87917202911442
1,1,1,1,1,1,1,0,0,1,1,1,10,1,1.5,10,0,3.07324794658297
1,0,0,0,0,1,0,0,1,1,0,0,4,0,0.571428571428571,4,0,1.29975988178591
1,0,1,1,1,0,1,1,1,1,1,1,10,1,1.5,10,0,3.07324794658297
0,0,0,0,0,1,0,1,1,0,0,0,3,0,0.428571428571429,3,0,0.998573412195527
1,0,1,1,1,1,1,1,1,1,1,1,11,1,1.64285714285714,11,0,3.37239517549291
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
2,1,1,1,1,1,1,1,1,1,1,1,13,1,1.92857142857143,13,1,3.95534232313175
1,1,1,1,1,1,0,1,1,1,1,1,11,1,1.64285714285714,11,0,3.37239517549291
1,1,1,0,1,1,0,1,1,0,0,1,8,1,1.21428571428571,8,0,2.4755254574567
1,1,1,1,1,1,1,0,1,1,1,1,11,1,1.64285714285714,11,0,3.37239517549291
1,1,0,1,1,1,1,1,1,1,1,1,11,1,1.64285714285714,11,0,3.37239517549291
0,0,0,0,0,0,0,1,1,0,1,1,4,0,0.571428571428571,4,0,1.29975988178591
1,0,1,0,1,0,1,1,1,1,1,1,9,1,1.35714285714286,9,0,2.77427082878593
1,0,1,1,1,1,0,1,1,1,0,1,9,1,1.35714285714286,9,0,2.77427082878593
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,0,0,0,1,1,1,1,1,0,1,8,1,1.21428571428571,8,0,2.4755254574567
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
0,1,0,0,1,1,1,1,0,1,1,1,8,1,1.21428571428571,8,0,2.4755254574567
1,3,3,3,3,3,2,3,2,1,3,1,28,3,4.21428571428571,28,1,8.54969232753777
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
0,0,0,0,0,0,0,0,0,1,0,1,2,0,0.285714285714286,2,0,0.696307358552981
0,0,0,0,0,0,1,0,0,1,0,1,3,0,0.428571428571429,3,0,0.998573412195527
1,1,1,1,1,1,0,1,0,1,1,1,10,1,1.5,10,0,3.07324794658297
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.142857142857143,1,0,0.390462526234922
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,0,1,1,1,0,1,1,1,0,1,9,1,1.35714285714286,9,0,2.77427082878593
1,0,0,0,1,0,0,0,0,0,0,1,3,0,0.428571428571429,3,0,0.998573412195527
1,1,1,0,1,1,1,1,1,1,1,1,11,1,1.64285714285714,11,0,3.37239517549291
1,0,0,0,1,0,0,0,0,1,0,1,4,0,0.571428571428571,4,0,1.29975988178591
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,0,0,1,0,0,0,0,1,1,1,0,5,0,0.714285714285714,5,0,1.60047636966121
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,0,0,0,0,0,0,0,1,1,0,0,3,0,0.428571428571429,3,0,0.998573412195527
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
0,0,0,0,0,1,1,0,0,1,0,1,4,0,0.571428571428571,4,0,1.29975988178591
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,0,0,0,0,0,0,0,1,1,0,1,4,0,0.571428571428571,4,0,1.29975988178591
1,0,1,0,0,0,1,1,1,1,1,1,8,1,1.21428571428571,8,0,2.4755254574567
1,0,0,0,1,0,1,0,0,1,0,1,5,0,0.714285714285714,5,0,1.60047636966121
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,0,0,1,1,0,1,1,1,0,1,8,1,1.21428571428571,8,0,2.4755254574567
1,1,1,1,1,0,1,1,0,1,0,1,9,1,1.35714285714286,9,0,2.77427082878593
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,0,1,0,1,1,1,1,0,1,1,1,9,1,1.35714285714286,9,0,2.77427082878593
0,0,0,0,0,1,0,1,0,0,0,0,2,0,0.285714285714286,2,0,0.696307358552981
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,0,0,0,1,1,0,0,0,1,0,0,4,0,0.571428571428571,4,0,1.29975988178591
1,0,0,0,0,1,0,1,0,1,0,1,5,0,0.714285714285714,5,0,1.60047636966121
2,0,0,0,0,1,0,1,1,2,0,1,8,1,1.21428571428571,8,0,2.52551505450199
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,0,0,0,1,0,0,0,0,1,0,1,4,0,0.571428571428571,4,0,1.29975988178591
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.142857142857143,1,0,0.390462526234922
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,1,0,1,1,1,0,1,8,1,1.21428571428571,8,0,2.4755254574567
1,0,0,0,0,1,0,0,0,1,0,1,4,0,0.571428571428571,4,0,1.29975988178591
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,0,0,0,0,1,0,0,0,1,0,0,3,0,0.428571428571429,3,0,0.998573412195527
0,1,0,0,1,0,0,1,0,1,0,1,5,0,0.714285714285714,5,0,1.60047636966121
1,0,0,0,1,1,1,1,1,1,1,1,9,1,1.35714285714286,9,0,2.77427082878593
1,0,0,0,0,0,0,0,0,1,0,1,3,0,0.428571428571429,3,0,0.998573412195527
1,1,1,0,1,1,1,0,1,1,0,1,9,1,1.35714285714286,9,0,2.77427082878593
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,4,4,4,5,4,5,5,5,4,5,55,5,8.21428571428571,55,4,16.6965807974007
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,0,1,11,1,1.64285714285714,11,0,3.37239517549291
1,1,1,1,1,1,1,1,0,1,0,1,10,1,1.5,10,0,3.07324794658297
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,0,1,0,1,10,1,1.5,10,0,3.07324794658297
1,1,1,1,1,1,1,1,1,1,0,1,11,1,1.64285714285714,11,0,3.37239517549291
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,0,0,0,0,0,0,0,1,0,1,4,0,0.571428571428571,4,0,1.29975988178591
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,0,1,1,1,1,1,1,1,1,1,11,1,1.64285714285714,11,0,3.37239517549291
1,1,0,1,1,1,1,1,1,1,1,1,11,1,1.64285714285714,11,0,3.37239517549291
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,0,1,1,1,1,1,1,1,1,1,11,1,1.64285714285714,11,0,3.37239517549291
0,1,1,1,1,1,1,0,1,1,0,1,9,1,1.35714285714286,9,0,2.77427082878593
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
0,0,1,1,1,0,0,1,0,0,1,0,5,0,0.714285714285714,5,0,1.60047636966121
1,1,0,1,1,1,0,1,1,1,1,1,10,1,1.5,10,0,3.07324794658297
1,1,0,0,0,0,0,0,0,1,0,1,4,0,0.571428571428571,4,0,1.29975988178591
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
0,0,0,0,1,0,0,0,0,0,0,1,2,0,0.285714285714286,2,0,0.696307358552981
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,0,1,0,1,1,1,1,10,1,1.5,10,0,3.07324794658297
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,0,0,0,0,0,0,0,0,1,0,0,2,0,0.285714285714286,2,0,0.696307358552981
1,1,1,0,1,1,0,1,1,1,1,1,10,1,1.5,10,0,3.07324794658297
1,0,1,1,1,1,0,1,1,1,1,1,10,1,1.5,10,0,3.07324794658297
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,0,1,0,1,1,0,1,1,1,0,1,8,1,1.21428571428571,8,0,2.4755254574567
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,0,1,1,0,1,1,0,1,9,1,1.35714285714286,9,0,2.77427082878593
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,0,1,0,1,0,0,0,0,1,1,0,5,0,0.714285714285714,5,0,1.60047636966121
1,0,0,1,1,1,1,0,0,1,0,1,7,1,1.07142857142857,7,0,2.17710723630402
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,0,1,0,1,10,1,1.5,10,0,3.07324794658297
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,12,1,1.78571428571429,12,1,3.64071447943509
