id,feature,fc,pval,qval,chr,strand,start,end,t_name,num_exons,length,gene_id,gene_name,cov.S12M,FPKM.S12M,cov.S13M,FPKM.S13M,cov.S16F,FPKM.S16F,cov.S19F,FPKM.S19F,cov.S22F,FPKM.S22F,cov.S23M,FPKM.S23M,cov.S29F,FPKM.S29F,cov.S31M,FPKM.S31M,cov.S35F,FPKM.S35F,cov.S36F,FPKM.S36F,cov.S39F,FPKM.S39F,cov.S3F,FPKM.S3F,cov.S41F,FPKM.S41F,cov.S44F,FPKM.S44F,cov.S48M,FPKM.S48M,cov.S50F,FPKM.S50F,cov.S52F,FPKM.S52F,cov.S53F,FPKM.S53F,cov.S54F,FPKM.S54F,cov.S59M,FPKM.S59M,cov.S64M,FPKM.S64M,cov.S6M,FPKM.S6M,cov.S76F,FPKM.S76F,cov.S77F,FPKM.S77F,cov.S7M,FPKM.S7M,cov.S9M,FPKM.S9M
28742,transcript,1.79294573145935,0.00324289945927769,0.045718270896334,NC_035783.1,-,57274967,57279956,gene-LOC111129790,10,2118,gene-LOC111129790,LOC111129790,11.303253,13.219768,7.484968,12.218967,0.869683,0.318282,0.276204,0.103726,0,0,6.869371,10.812453,2.046119,1.175366,5.692456,9.64976,0.140699,0.068987,0,0,0,0,0.402266,0.163118,2.587133,1.233888,0,0,16.47489,12.261032,0.136449,0.061318,2.039398,1.038027,0,0,1.893275,0.987942,3.658415,2.303346,4.473039,3.557502,11.965509,12.263847,0.877243,0.305957,0.668083,0.200394,9.154714,11.565453,11.137317,12.559353
28760,transcript,224.857726033779,2.69081339817623e-05,0.00108793393243342,NC_035783.1,-,57391126,57400605,rna-XM_022479488.1,18,2511,gene-LOC111131785,LOC111131785,16.288345,19.050104,0,0,0,0,0,0,0,0,18.027269,28.375086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.635226,0.832309,0,0,0,0,263.60614,165.967004,241.227997,191.8537,0,0,0,0,0,0,26.187351,33.083348,12.054138,13.593235
28765,transcript,52.3425001208434,1.77667286616057e-06,0.000131666641113687,NC_035783.1,-,57408794,57416648,rna-XM_022475853.1,11,1307,gene-LOC111129464,LOC111129464,14.814639,17.326525,4.277608,6.983056,0.755164,0.276371,6.354161,2.386248,13.049929,4.439069,17.289593,27.213977,5.694515,3.271139,5.008977,8.491138,6.03443,2.958765,8.691895,4.066184,23.253174,8.899322,7.114168,2.884785,8.481719,4.045209,6.653542,2.63502,13.117867,9.76265,10.789211,4.848474,23.236801,11.827229,11.738773,5.384371,10.534668,5.497163,450.216156,283.457079,193.337051,153.765024,11.094723,11.371349,10.239788,3.571343,6.477046,1.942812,20.992453,26.520461,8.922274,10.061489
28767,transcript,102.400496144267,1.88068339028735e-05,0.000810057037730615,NC_035783.1,+,57416731,57419878,rna-XM_022475855.1,4,1681,gene-LOC111129465,LOC111129465,6.418561,7.506856,0,0,0.826294,0.302402,6.276026,2.356905,5.973825,2.032059,11.594772,18.250277,0,0,0,0,5.238548,2.568533,3.376562,1.5796,7.315934,2.799912,4.492861,1.821849,4.596669,2.192302,2.160024,0.85544,0,0,3.297442,1.48181,5.593677,2.847109,2.791196,1.280273,2.814698,1.468756,301.910675,190.083623,143.785858,114.355917,3.488035,3.575003,0,0,9.569899,2.870524,9.378632,11.848337,10.436116,11.768621
28768,transcript,0.255136915363125,4.41709394194412e-06,0.000263748888815169,NC_035783.1,-,57420549,57428368,rna-XM_022475567.1,5,5519,gene-LOC111129283,LOC111129283,10.043036,11.745876,5.290977,8.637348,137.374329,50.275459,197.431244,74.143522,159.734116,54.335222,6.101761,9.604227,52.753757,30.3037,7.827629,13.269272,138.144516,67.73419,109.904427,51.414746,178.165253,68.186385,162.258255,65.795489,82.386208,39.292677,93.635437,37.082692,12.763669,9.499047,90.505333,40.671444,64.380867,32.769022,89.399895,41.00618,93.541397,48.811441,13.197862,8.309403,13.829498,10.998891,8.945005,9.168032,87.891823,30.654135,166.14415,49.835509,8.704844,10.997118,8.905798,10.042909
28786,transcript,5.94192118939151,1.85346470584768e-05,0.000799971011376621,NC_035783.1,-,57583072,57584277,rna-XM_022478013.1,3,930,gene-LOC111130778,LOC111130778,5.614157,6.566062,22.562054,36.831819,0,0,0,0,1.103226,0.375274,16.013948,25.2061,0.823271,0.472917,5.525632,9.366963,0.247109,0.121161,0.448387,0.209761,1.653584,0.63285,0.64086,0.259868,0,0,0.745878,0.295392,15.902078,11.83473,0.439785,0.197631,1.041935,0.530331,0,0,1.086721,0.567069,13.724194,8.640783,7.359949,5.853522,22.026344,22.57553,0.755735,0.263579,0,0,17.820967,22.513818,19.400209,21.877268
28787,transcript,5.05096210139344,0.000751060957661531,0.0154789949071297,NC_035783.1,-,57593474,57594684,rna-XM_022478014.1,3,942,gene-LOC111130779,LOC111130779,1.025048,1.198849,12.483779,20.379363,0.44586,0.163173,0,0,0,0,6.958492,10.95273,0,0,3.438405,5.828729,0,0,0,0,1.401362,0.536321,0.654001,0.265196,0,0,0.448204,0.177503,14.332269,10.666439,0.092578,0.041603,1.311571,0.667573,0,0,2.1665,1.130515,7.982466,5.025778,8.736164,6.948055,11.674275,11.965352,0.281493,0.098177,0.098981,0.02969,13.843257,17.488645,14.055005,15.849577
28839,transcript,37.7900612333254,6.34536867494262e-12,6.90225543763504e-09,NC_035783.1,+,57892925,57901579,gene-LOC111128973,8,4202,gene-LOC111128973,LOC111128973,11.619345,13.589455,10.072611,16.44321,0.205854,0.075337,0.839775,0.31537,1.012849,0.344531,11.330027,17.833566,1.896746,1.089561,7.206165,12.215776,0.460108,0.225597,0.507615,0.237469,0.804517,0.3079,0.719918,0.291926,1.598029,0.762152,1.727439,0.684122,15.758712,11.728034,0.68515,0.307894,1.70399,0.867309,0.900597,0.413088,1.364686,0.712116,73.559204,46.313036,80.194466,63.780346,10.349024,10.607058,1.959269,0.683337,1.156503,0.346897,12.491883,15.78141,10.056247,11.34025
28840,transcript,6.93699555368571,1.14324175681801e-08,1.97366728123227e-06,NC_035783.1,-,57901719,57906793,rna-XM_022476251.1,10,1206,gene-LOC111129794,LOC111129794,3.890832,4.550539,4.33049,7.069384,0.597015,0.218492,4.128428,1.550394,3.851491,1.310125,2.002995,3.152732,1.30131,0.74752,3.583085,6.073988,1.542543,0.75633,2.856952,1.33652,2.340666,0.895806,1.901363,0.771,1.365577,0.651288,3.740282,1.481274,6.365433,4.737317,0.66234,0.297644,0.967117,0.49225,3.316204,1.521085,1.415468,0.738615,13.454466,8.470961,14.50155,11.533388,3.892341,3.989389,1.207838,0.421259,4.286069,1.285621,5.792469,7.317818,4.883833,5.507411
2889,transcript,4.6029432857958,1.43093112692227e-07,1.60269280739298e-05,NC_035780.1,-,27316139,27317789,rna-XM_022461190.1,4,1280,gene-LOC111120440,LOC111120440,8.637012,10.101455,5.764844,9.41092,0,0,0.33067,0.12418,0,0,4.483221,7.056631,0.334375,0.192077,3.649518,6.186605,0,0,0,0,0,0,0.229687,0.093138,0,0,0,0,9.222535,6.863645,0,0,0,0,0,0,0,0,5.285547,3.327792,6.538468,5.200181,6.128511,6.281314,0,0,0,0,4.302624,5.435647,2.013672,2.270782
2892,transcript,0.128479471517336,0.00185349774204435,0.0304385307289976,NC_035780.1,-,27321895,27325220,rna-XM_022448571.1,7,1654,gene-LOC111111528,LOC111111528,0,0,0,0,6.328724,2.31615,87.710114,32.938742,42.562885,14.478208,0,0,9.103953,5.229646,0,0,79.383636,38.922908,56.891815,26.614744,53.804905,20.591905,16.346064,6.628305,52.51231,25.044838,18.402092,7.28783,0,0,26.3545,11.843231,5.478515,2.788493,54.639553,25.062215,38.451481,20.064616,0,0,0,0,0,0,81.812317,28.533779,87.368652,26.206528,0,0,0,0
28942,transcript,63.8746453212311,3.88451413979585e-06,0.000245616106860904,NC_035783.1,+,58531489,58534330,rna-XM_022474042.1,4,530,gene-LOC111128438,LOC111128438,5.206455,6.089232,0,0,0.69717,0.255146,0,0,0,0,11.45566,18.031313,1.179245,0.677402,0.670134,1.136,0,0,0,0,0,0,0,0,0,0,0.473155,0.187385,1.568019,1.16696,0,0,0,0,0,0,0,0,180.174515,113.43827,15.967926,12.699627,1.063157,1.089665,1.437412,0.501328,0,0,13.890565,17.548411,0.533564,0.601691
28963,transcript,0.191147901647924,0.000966700612423654,0.0186477042092351,NC_035783.1,-,58776450,58779922,rna-XM_022474371.1,5,562,gene-LOC111128633,LOC111128633,2.082991,2.436171,1.625806,2.654075,36.834518,13.480483,31.76112,11.927602,22.28879,7.581764,5.70967,8.987073,18.557829,10.6603,2.130617,3.611788,37.137012,18.208797,22.437721,10.496663,11.359431,4.347416,22.024912,8.93107,20.048933,9.561992,73.525795,29.118617,10.952894,8.151422,5.706406,2.564355,21.886122,11.139751,36.172596,16.591742,32.584518,17.003138,2.631673,1.656907,2.377224,1.890656,5.577941,5.717017,37.232204,12.98552,27.411032,8.222033,5.314587,6.714094,3.553951,4.007727
28964,transcript,10.1974627050648,8.5788787185237e-10,2.48006882160997e-07,NC_035783.1,-,58782597,58787065,rna-XM_022474369.1,4,2657,gene-LOC111128631,LOC111128631,5.625081,6.578838,3.845489,6.277636,10.26608,3.75712,9.786635,3.675282,7.89374,2.685138,4.877429,7.677118,6.276,3.605165,3.171767,5.376729,3.61227,1.771147,5.738979,2.68477,7.457704,2.85417,5.091663,2.064662,4.602795,2.195223,4.512043,1.786916,5.861248,4.36209,3.486845,1.566924,4.590478,2.336493,4.658288,2.136676,4.83504,2.523003,66.941086,42.146254,18.451443,14.674821,7.213238,7.393087,6.256599,2.182121,8.382485,2.514355,5.816167,7.347756,7.73369,8.721144
28992,transcript,1.48207068721016,4.72581011412565e-06,0.000263748888815169,NC_035783.1,+,59102579,59104220,rna-XM_022474717.1,5,590,gene-LOC111128827,LOC111128827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.162079,0.731647,0,0,0,0,0,0,0,0,0,0,0,0
29000,transcript,0.444046358840938,0.000556811713746885,0.0122885358200989,NC_035783.1,+,59182213,59193803,rna-XM_022474737.1,14,5517,gene-LOC111128843,LOC111128843,4.115358,4.813135,2.317957,3.783989,40.150753,14.694139,45.009193,16.902796,46.253296,15.73354,3.597082,5.66184,17.455336,10.026988,2.820639,4.781502,28.456757,13.952746,29.389206,13.74866,45.276985,17.328148,27.588636,11.187152,25.786327,12.298343,18.187778,7.202954,5.154859,3.836377,24.464458,10.993881,13.696391,6.971284,21.567743,9.892749,21.897072,11.426253,5.602194,3.527154,5.661278,4.502533,4.745729,4.864055,26.004147,9.069497,37.384418,11.213585,3.060011,3.865813,3.849085,4.340544
29009,transcript,4.91869762877077,6.62702251643665e-05,0.00222633229370148,NC_035783.1,+,59289271,59294576,rna-XM_022473262.1,10,1855,gene-LOC111127932,LOC111127932,2.66529,3.117201,1.059133,1.729,10.070351,3.685489,5.973585,2.243326,5.418734,1.843239,2.603525,4.097972,6.523989,3.747619,2.647807,4.48852,6.290297,3.084221,4.84434,2.266246,2.987871,1.143501,6.294345,2.552348,4.353369,2.076264,11.226685,4.446134,9.481443,7.056331,4.341857,1.951151,6.703504,3.411996,5.306469,2.433985,6.247035,3.259806,28.0532,17.662356,19.524797,15.528482,4.647579,4.763458,5.05396,1.762676,9.12601,2.737378,4.924489,6.22127,3.177137,3.5828
29010,transcript,1.75960870029029,7.57572073228907e-06,0.000385257214862796,NC_035783.1,-,59294886,59299545,rna-XM_022473261.1,10,1955,gene-LOC111127931,LOC111127931,3.326182,3.890151,1.966636,3.210469,0.535847,0.196106,0.06521,0.024489,0.556832,0.189412,2.526938,3.977423,1.107417,0.636141,3.198088,5.421348,0,0,0.372123,0.174084,0,0,0.085739,0.034767,0.148593,0.070869,0,0,5.979576,4.450152,0,0,0.55521,0.282595,0.274767,0.126031,0.17611,0.091897,1.828588,1.151283,2.682375,2.133349,4.512444,4.624953,0,0,0,0,3.366389,4.252871,4.443499,5.010854
29012,transcript,4.49924518383869,0.00343444445203933,0.0475649063536858,NC_035783.1,+,59315450,59317246,rna-XM_022473099.1,3,1027,gene-LOC111127830,LOC111127830,4.2189,4.934233,12.130437,19.802544,0.216488,0.079229,0.291139,0.109335,0.787731,0.267955,6.775982,10.665457,0.940976,0.540531,5.191017,8.799729,0,0,0,0,2.618793,1.002249,0.985394,0.399576,0.159202,0.075929,0,0,0.215576,0.160437,0,0,0.211782,0.107794,0.331653,0.152123,0.274411,0.143192,7.626096,4.801407,4.271999,3.397611,5.678032,5.819603,0.757766,0.264287,0.829183,0.248716,4.990821,6.30507,5.434051,6.127882
29015,transcript,2.87136281727923,0.000984394683585688,0.0189434728645164,NC_035783.1,+,59326570,59329010,rna-XM_022473415.1,3,1111,gene-LOC111128033,LOC111128033,4.841918,5.662886,4.402376,7.186736,0,0,0.252925,0.094984,0,0,6.348607,9.992765,0,0,2.410091,4.085548,0,0,0,0,0.981329,0.375569,0,0,1.896624,0.904562,0.834768,0.330595,9.751209,7.257098,0.264626,0.118918,0.678936,0.34557,0,0,2.501443,1.305294,3.296954,2.075769,7.4736,5.943911,12.538155,12.850771,0.359693,0.125451,0.766877,0.230027,11.210428,14.162505,5.290647,5.966168
2902,transcript,0.145534460993091,6.22240268866037e-07,5.45548305673285e-05,NC_035780.1,+,27361632,27399527,rna-XM_022486458.1,33,6647,gene-LOC111135947,LOC111135947,0.581675,0.680301,0,0,42.017162,15.377197,16.743967,6.288046,12.914255,4.392918,0,0,11.864989,6.815686,0,0,11.019743,5.403134,14.85974,6.951583,18.044281,6.905804,11.647688,4.723121,6.775671,3.231539,22.199549,8.791747,0,0,14.475134,6.504861,7.905171,4.023629,20.067986,9.204837,17.366726,9.062244,0,0,0,0,0.484846,0.496935,20.790915,7.251272,34.803703,10.43949,0,0,0,0
29023,transcript,1.29445150827822,4.72581011412565e-06,0.000263748888815169,NC_035783.1,-,59381797,59389118,rna-XM_022479581.1,4,582,gene-LOC111131846,LOC111131846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.688665,0.433585,0,0,0,0,0,0,0,0,0,0,0,0
29024,transcript,1.99925279915883,0.00104565161849779,0.0197998845327791,NC_035783.1,-,59381797,59389127,rna-XM_022479580.1,5,606,gene-LOC111131846,LOC111131846,3.752029,4.388202,1.862101,3.039819,0,0,0,0,0,0,3.041348,4.787109,1.323659,0.760358,1.382302,2.343256,0,0,0.462621,0.21642,0,0,0,0,1.502791,0.71673,1.124152,0.445201,4.890224,3.639429,0.221932,0.099732,0,0,0.933943,0.428383,0,0,2.225423,1.401131,2.856709,2.272001,2.72264,2.790524,0,0,0.556675,0.166977,1.74835,2.208748,2.4289,2.739027
2903,transcript,0.178756783567853,0.00192643236515999,0.0313157488174362,NC_035780.1,+,27361632,27399527,rna-XM_022486465.1,32,6626,gene-LOC111135947,LOC111135947,0,0,0,0,4.293031,1.571139,6.693233,2.513583,6.633459,2.25644,0,0,18.355354,10.543991,0,0,2.523614,1.237363,5.069,2.371345,2.790067,1.067798,7.097504,2.878028,5.073158,2.419555,5.257516,2.082148,0,0,0,0,15.305955,7.790532,0,0,10.49556,5.476756,0,0,0,0,0,0,1.7379,0.606129,4.998381,1.499282,0,0,0,0
29042,transcript,2.11546162409133,2.05129686017269e-05,0.000872998208833972,NC_035783.1,-,59579463,59631740,rna-XM_022475450.1,28,6773,gene-LOC111129205,LOC111129205,6.182842,7.23117,4.835207,7.893318,0.616871,0.225759,1.778793,0.66801,2.192116,0.745671,4.777067,7.519147,1.663013,0.955296,5.453329,9.244396,1.350096,0.661971,1.581889,0.740029,1.894908,0.725208,2.013923,0.816643,3.119356,1.487723,1.298363,0.514194,11.08185,8.247394,1.475735,0.663168,1.266778,0.644773,1.715389,0.786819,2.043113,1.06613,4.485467,2.82406,5.150737,4.096489,8.620236,8.835166,1.62524,0.566837,3.16925,0.950627,5.405654,6.829142,8.277494,9.334382
29045,transcript,1.73614227220696,4.72581011412565e-06,0.000263748888815169,NC_035783.1,-,59639716,59655531,rna-XM_022478606.1,16,5027,gene-LOC111131190,LOC111131190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.841675,1.159523,0,0,0,0,0,0,0,0,0,0,0,0
29046,transcript,1.87573329758115,7.13324319501218e-06,0.000365945069360106,NC_035783.1,-,59639716,59662090,rna-XM_022478608.1,16,5004,gene-LOC111131190,LOC111131190,0,0,0.007054,0.011515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135629,0.064686,0,0,0,0,0,0,0,0,0,0,0,0,2.276362,1.433203,0,0,0,0,0,0,0,0,0,0,0,0
2908,transcript,12.6454205937247,7.78552333713378e-10,2.31323757745635e-07,NC_035780.1,+,27438098,27441308,rna-XM_022452410.1,5,1808,gene-LOC111114120,LOC111114120,18.985493,22.204565,7.684195,12.544198,0,0,0.279891,0.105111,0,0,13.224567,20.815589,1.182613,0.679336,9.480225,16.070726,0,0,0.545354,0.255124,0,0,0,0,0.968886,0.462093,0.566372,0.224302,9.903112,7.370148,0,0,0.642553,0.327051,0,0,2.32678,1.214152,29.228153,18.402109,18.295111,14.550487,16.251001,16.65619,0.244339,0.085218,0,0,18.504528,23.377383,12.938858,14.590918
29086,transcript,0.393959117027446,0.00190875917862554,0.0310914585192462,NC_035784.1,+,308412,323735,rna-XM_022486086.1,7,6418,gene-LOC111135760,LOC111135760,11.015366,12.883069,13.004038,21.228669,30.668312,11.223811,50.962708,19.138585,41.812485,14.222952,7.727777,12.163591,26.129534,15.009766,5.258072,8.9134,37.528332,18.400666,34.68327,16.225293,52.289001,20.011747,31.089205,12.606628,40.476555,19.304593,60.591793,23.996329,19.997334,14.882524,49.469921,22.230879,22.053722,11.225057,31.481462,14.44,48.763817,25.445763,8.418105,5.300057,8.623591,6.858523,15.007528,15.381713,57.933983,20.205704,83.743256,25.119078,11.168071,14.108994,13.081682,14.751978
2910,transcript,0.456168868946229,0.000711546722727441,0.0148651190010422,NC_035780.1,+,27442342,27458419,rna-XM_022441558.1,7,4390,gene-LOC111106753,LOC111106753,7.791917,9.11307,4.885634,7.975639,17.467884,6.392795,24.704557,9.277573,14.277107,4.856507,3.792311,5.969132,8.836218,5.075849,5.089646,8.627887,12.287927,6.024943,13.278588,6.211899,20.349773,7.788149,16.375399,6.640201,14.074032,6.712366,12.294533,4.869037,11.403811,8.487006,16.764465,7.533645,13.442824,6.842222,19.903301,9.129299,13.05262,6.811072,4.429538,2.788847,3.227771,2.567114,6.452494,6.613375,15.929383,5.55571,30.292368,9.0863,5.773912,7.294374,6.15554,6.941492
2913,transcript,0.53132973290224,0.00225809414570777,0.0352689136245396,NC_035780.1,+,27490772,27502982,rna-XM_022476308.1,20,2271,gene-LOC111129829,LOC111129829,4.065984,4.755389,3.083005,5.032905,23.237782,8.504428,23.113239,8.679968,42.570675,14.480858,2.380256,3.746545,17.454643,10.026589,1.982146,3.360102,24.496042,12.010752,27.953321,13.076934,26.067373,9.976356,18.436152,7.475833,19.40621,9.255456,37.263538,14.757578,5.491796,4.087134,29.324743,13.178004,14.470495,7.365293,33.031921,15.151169,30.171509,15.74399,7.339057,4.620686,6.169941,4.907084,4.106329,4.208713,29.773008,10.383967,43.844711,13.151372,3.643505,4.602961,4.366641,4.924183
29136,transcript,1.07113133699008,0.00150573188814218,0.0258520227707836,NC_035784.1,-,605042,615865,rna-XM_022483815.1,15,4754,gene-LOC111134623,LOC111134623,0,0,0,0,0.143028,0.052345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099867,0.052112,0.181732,0.114419,0,0,0,0,0,0,0,0,0,0,0,0
29174,transcript,1.64127449079346,0.00352075728614942,0.0484051330570903,NC_035784.1,-,980159,986354,rna-XM_022430649.1,9,2221,gene-LOC111099216,LOC111099216,9.872128,11.54599,8.920684,14.562726,8.917605,3.263613,9.095902,3.415884,11.491671,3.909011,9.194073,14.471555,5.415242,3.110714,8.330534,14.121788,7.316119,3.587196,7.516445,3.516292,6.715513,2.570123,6.887564,2.792897,8.590364,4.097025,11.583974,4.587632,27.743286,20.647258,7.177848,3.225594,9.810856,4.993598,10.33587,4.740884,9.889688,5.160602,9.992345,6.291202,15.895092,12.641701,14.691528,15.057834,8.475011,2.95584,12.890138,3.866441,14.941809,18.876482,14.084581,15.88293
29176,transcript,0.242693670009474,0.000170152059497664,0.00482966518443349,NC_035784.1,+,986562,1006018,rna-XM_022487365.1,24,3019,gene-LOC111136484,LOC111136484,0.282802,0.330752,0.431673,0.704692,19.464962,7.123674,66.956215,25.144802,50.506081,17.180169,0,0,18.113804,10.405236,0,0,40.561642,19.887941,53.831161,25.18293,64.771721,24.789062,46.419624,18.823091,34.529762,16.468373,27.624212,10.94009,0,0,50.827148,22.840792,18.129015,9.227432,30.749872,14.104433,33.404358,17.430944,5.792623,3.647048,0,0,0.486054,0.498173,106.127213,37.014114,63.111172,18.930413,0,0,0,0
2919,transcript,0.409104991626735,0.00222496593147259,0.0348362682483649,NC_035780.1,-,27561070,27572238,rna-XM_022488172.1,11,1727,gene-LOC111136968,LOC111136968,6.202872,7.254596,3.203885,5.230238,23.786625,8.705291,41.055588,15.418056,62.044586,21.105112,5.67392,8.930802,14.781123,8.490821,4.603293,7.803429,28.346844,13.898854,41.667637,19.492672,49.16647,18.81671,34.763176,14.096418,25.88014,12.343085,23.98321,9.498135,7.652428,5.695131,37.06427,16.656006,17.332077,8.821801,44.244938,20.294385,22.070061,11.516521,6.176028,3.888441,5.467057,4.348065,4.778799,4.89795,29.249275,10.201304,45.361031,13.606197,5.425452,6.854153,4.307175,4.857124
2923,transcript,3.81741050139905,0.0010791789083251,0.0202786817769341,NC_035780.1,+,27597723,27600535,rna-XM_022441572.1,4,930,gene-LOC111106756,LOC111106756,0,0,0,0,0,0,0,0,0,0,0,0,0.343243,0.197171,1.625891,2.756184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.460859,0.211388,0,0,5.645851,3.55464,1.676516,1.333368,0,0,0,0,0,0,2.621664,3.312035,0,0
29259,transcript,0.36861711049004,0.0036241297323425,0.0494153608665146,NC_035784.1,+,1531198,1548305,rna-XM_022481800.1,21,3185,gene-LOC111133403,LOC111133403,2.20443,2.578201,0.960639,1.568212,16.07741,5.883917,1.135848,0.426557,4.395811,1.495281,1.81158,2.851443,5.712204,3.2813,1.206544,2.045314,3.214144,1.57594,5.245159,2.453755,4.01223,1.535538,6.32092,2.563124,2.023512,0.965079,9.945685,3.938816,4.235536,3.152194,3.665449,1.647186,6.000841,3.05435,2.762818,1.267257,6.900547,3.600819,0.922969,0.581103,0.973014,0.773859,1.709179,1.751794,2.000573,0.697742,4.436188,1.33065,2.874822,3.631858,2.725888,3.073935
2926,transcript,0.242682800820592,0.00151847065103006,0.0260145130433444,NC_035780.1,-,27610037,27617025,rna-XM_022452159.1,12,1377,gene-LOC111113833,LOC111113833,3.381121,3.954405,3.060553,4.996253,24.442854,8.945454,11.449026,4.299578,6.382795,2.171174,3.11084,4.896491,3.905111,2.24324,2.721235,4.612994,12.397755,6.078793,3.155967,1.476403,12.528961,4.795012,7.082976,2.872137,11.785385,5.620835,13.280851,5.259651,4.95596,3.688351,18.116009,8.141004,20.753418,10.563219,16.295519,7.474472,10.405107,5.429556,2.898949,1.825185,0,0,4.237444,4.343097,14.14575,4.93363,16.288322,4.885738,1.751993,2.213351,3.490267,3.935912
29261,transcript,1.1881609224543,4.72581011412565e-06,0.000263748888815169,NC_035784.1,+,1532848,1548305,rna-XM_022481808.1,20,2904,gene-LOC111133403,LOC111133403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432049,0.272019,0,0,0,0,0,0,0,0,0,0,0,0
29270,transcript,1.87514567125361,0.000394264519880672,0.00932317920298517,NC_035784.1,+,1641293,1649254,rna-XM_022482468.1,4,2254,gene-LOC111133800,LOC111133800,12.762496,14.926432,9.867589,16.108518,0.89441,0.327331,0.188905,0.070942,0,0,10.197774,16.051389,1.150395,0.660829,6.497468,11.014404,0.267103,0.130964,0,0,0.517524,0.198064,0.799216,0.324081,0.457278,0.218091,0.629955,0.249483,23.239721,17.295591,0,0,1.736093,0.883649,0.188417,0.086424,1.1544,0.602385,2.783717,1.752634,5.129852,4.079879,13.693444,14.034865,1.056868,0.368605,0.437894,0.131348,14.596882,18.440725,13.593055,15.328645
29297,transcript,2.22567960284897,0.000182697374062624,0.00511356512385653,NC_035784.1,+,1850684,1859772,rna-XM_022489261.1,13,4117,gene-LOC111137680,LOC111137680,8.041344,9.404789,5.942102,9.700288,2.432173,0.890113,1.201287,0.451132,1.571213,0.534464,4.531038,7.131895,0.552717,0.317501,3.510015,5.950121,0.402804,0.1975,0.52259,0.244475,0.236094,0.090357,1.387869,0.562779,1.747778,0.833572,1.210337,0.479333,12.109581,9.012258,0.351153,0.157802,2.078271,1.057813,0.545191,0.25007,0.833164,0.434759,3.209253,2.020553,7.152862,5.688822,11.959208,12.257389,1.550834,0.540886,0.024355,0.007305,7.603155,9.605318,7.251606,8.177506
29299,transcript,0.263024300517458,0.000666224896886281,0.0141485709571038,NC_035784.1,-,1874656,1875432,rna-XM_022489278.1,1,777,gene-LOC111137692,LOC111137692,12.91892,15.109379,17.9704,29.336093,56.62677,20.723936,90.303734,33.912752,200.483917,68.196691,16.521236,26.004576,63.019306,36.200609,7.711712,13.072771,132.796661,65.112061,150.033463,70.18764,121.917633,46.659618,102.222649,41.451137,110.477478,52.690322,138.205917,54.734058,29.696268,22.100717,173.712158,78.063072,52.906048,26.928489,161.990997,74.302458,103.36422,53.937152,12.616473,7.943359,21.555984,17.143928,17.45228,17.88742,105.455978,36.780007,144.389969,43.310268,14.855856,18.767895,21.698841,24.469394
29306,transcript,0.0849623975081221,2.62389016558728e-06,0.000182642107426313,NC_035784.1,-,1914508,1937874,rna-XM_022489256.1,22,6161,gene-LOC111137677,LOC111137677,8.060354,9.427022,7.402199,12.083849,41.5597,15.209778,102.637863,38.544723,68.991318,23.468115,7.012917,11.038395,39.904617,22.922681,5.806324,9.842788,68.84034,33.753382,67.923065,31.775309,94.056435,35.99674,84.690842,34.342015,49.944626,23.820225,42.692184,16.907499,13.05139,9.713176,54.040287,24.284718,32.835461,16.712821,52.309544,23.99348,61.66938,32.180098,0,0,10.230151,8.136254,9.042638,9.268099,93.388351,32.571166,109.031807,32.704465,8.69897,10.989697,9.619252,10.847458
29317,transcript,0.499660261928883,0.000255436888704441,0.00667213212994449,NC_035784.1,-,1986515,1999532,rna-XM_022487046.1,3,8587,gene-LOC111136295,LOC111136295,12.517644,14.640065,9.888899,16.143306,36.923489,13.513044,41.770699,15.686609,65.445259,22.261886,9.329685,14.685009,27.996973,16.082492,7.917038,13.420836,47.002792,23.046127,39.445671,18.453207,61.742699,23.629812,36.380692,14.752318,45.895889,21.88925,46.190639,18.293002,21.437542,15.954363,51.09293,22.96023,31.703737,16.136789,44.6702,20.489445,35.26569,18.402218,13.024339,8.200152,13.623734,10.835242,15.895306,16.291626,34.106674,11.895425,60.224468,18.064536,10.894732,13.763676,12.094362,13.638595
